,Symbol,Name,Price,Change %,Volume,Rel Volume,Market Cap,P/E,EPS (dil TTM),EPS Growth (TTM YoY),Div Yield % TTM,Sector,Analyst Rating
2237,JCSE,JE Cleantech Holdings Limited,1.42,+5.19%,10686.0,1.37,7109000.0,—,—,—,0.00%,Producer manufacturing,—
2238,JCTC,Jewett-Cameron Trading Company,4.89,0.00%,20849.0,5.27,17138000.0,14.22,0.34 USD,—,0.00%,Distribution services,—
2239,JDZG,JIADE LIMITE,0.6215,−2.89%,48923.0,0.53,15062000.0,—,—,—,0.00%,Commercial services,—
2240,JEF,Jefferies Financial Group Inc.,64.24,+1.81%,1590000.0,1.03,13201000000.0,27.49,2.34 USD,+68.40%,1.95%,Finance,Buy
2241,JELD,"JELD-WEN Holding, Inc.",15.16,+3.27%,479905.0,1.11,1282000000.0,—,−0.32 USD,−150.97%,0.00%,Non-energy minerals,Neutral
2242,JFBR,Jeffs' Brands Ltd,0.2623,+6.63%,298007.0,0.63,2407000.0,—,−3.02 USD,—,0.00%,Consumer durables,—
2243,JHG,Janus Henderson Group plc,39.27,+1.21%,713300.0,0.88,6254000000.0,13.46,2.92 USD,+38.17%,3.97%,Finance,Neutral
2244,JILL,"J. Jill, Inc.",24.86,+2.64%,133306.0,0.86,374997000.0,8.77,2.84 USD,+36.86%,0.56%,Retail trade,Buy
2245,JJSF,J & J Snack Foods Corp.,167.64,+1.26%,53737.0,0.99,3256000000.0,37.28,4.50 USD,+31.92%,1.78%,Consumer non-durables,Buy
2246,JKHY,"Jack Henry & Associates, Inc.",183.38,+0.99%,360029.0,0.75,13372000000.0,35.07,5.23 USD,+4.24%,1.18%,Technology services,Neutral
2247,JL,J-Long Group Limited,0.3896,+4.45%,189324.0,0.99,12233000.0,111.31,0.00 USD,—,0.00%,Distribution services,—
2248,JLL,Jones Lang LaSalle Incorporated,264.66,+3.17%,264986.0,1.01,12562000000.0,33.43,7.92 USD,+24.42%,0.00%,Finance,Buy
2249,JMSB,"John Marshall Bancorp, Inc.",20.44,+2.15%,20447.0,1.17,290884000.0,122.54,0.17 USD,—,1.22%,Finance,—
2250,JNJ,Johnson & Johnson,161.46,+0.59%,5253000.0,1.00,388674000000.0,23.34,6.92 USD,+40.15%,3.01%,Health technology,Buy
2251,JNPR,"Juniper Networks, Inc.",38.75,−0.05%,1236000.0,0.37,12755000000.0,53.97,0.72 USD,−42.59%,2.27%,Technology services,Neutral
2252,JNVR,Janover Inc.,0.5773,+4.94%,41763.0,2.46,6455000.0,—,−0.50 USD,—,0.00%,Finance,—
2253,JOB,GEE Group Inc.,0.262,−0.80%,149411.0,0.82,28498000.0,—,−0.20 USD,−372.19%,0.00%,Commercial services,—
2254,JOBY,"Joby Aviation, Inc.",5.69,+3.64%,4562000.0,0.27,4075000000.0,—,−0.48 USD,+45.43%,0.00%,Electronic technology,Buy
2255,JOE,St. Joe Company (The),59.25,+2.19%,131032.00000000001,0.80,3460000000.0,48.67,1.22 USD,−16.95%,0.84%,Finance,—
2256,JOUT,Johnson Outdoors Inc.,34.01,+1.49%,25661.0,0.71,346718000.0,—,−0.82 USD,−118.62%,3.88%,Consumer durables,—
2257,JPM,JP Morgan Chase & Co.,222.29,+4.44%,18321000.0,2.44,632452000000.0,12.37,17.98 USD,—,1.98%,Finance,Buy
2258,JRSH,"Jerash Holdings (US), Inc.",2.97,+1.02%,13049.0,1.75,36516000.0,—,−0.31 USD,−422.25%,6.73%,Consumer non-durables,Strong buy
2259,JRVR,"James River Group Holdings, Ltd.",6.45,+2.87%,151585.0,0.54,244000000.0,—,−3.19 USD,−464.22%,3.10%,Finance,Buy
2260,JSPR,"Jasper Therapeutics, Inc.",15.01,+1.97%,169208.0,0.98,226731000.0,—,−5.10 USD,+48.65%,0.00%,Health technology,Strong buy
2261,JTAI,Jet.AI Inc.,0.101,+23.62%,340057000.0,4.09,3471000.0,—,−1.48 USD,−816.75%,0.00%,Transportation,Strong buy
2262,JUNE,Junee Limited,4.87,−2.79%,70591.0,1.71,61919000.0,—,—,—,0.00%,Miscellaneous,—
2263,JVA,"Coffee Holding Co., Inc.",3.14,+9.03%,66134.0,1.20,17925000.0,15.95,0.20 USD,—,0.00%,Consumer non-durables,—
2264,JVSA,JVSPAC Acquisition Corp.,10.16,−0.10%,5659.0,0.23,63487000.0,113.27,0.09 USD,—,0.00%,Finance,—
2265,JWEL,Jowell Global Ltd.,1.59,−8.62%,27018.0,0.40,3451000.0,—,—,—,0.00%,Distribution services,—
2266,JWN,"Nordstrom, Inc.",22.35,+1.78%,1162000.0,0.71,3670000000.0,13.09,1.71 USD,+872.32%,3.40%,Retail trade,Neutral
2267,JWSM,Jaws Mustang Acquisition Corp.,11.3,0.00%,1247.0,0.15,308267000.0,—,−0.08 USD,−127.41%,0.00%,Finance,—
2268,JXJT,JX Luxventure Limited,1.88,−1.57%,2972.0,0.10,11399000.0,—,—,—,0.00%,Consumer non-durables,—
2269,JXN,Jackson Financial Inc.,99.01,+0.98%,564445.0,1.12,7450000000.0,3.63,27.26 USD,+514.62%,2.75%,Finance,Neutral
2270,JYD,Jayud Global Logistics Limited,0.91,0.00%,2184.0,0.05,13598000.0,—,—,—,0.00%,Transportation,—
2271,JYNT,The Joint Corp.,10.64,−0.37%,32845.0,0.81,159566000.0,—,−0.97 USD,−575.53%,0.00%,Health services,Buy
2272,JZXN,"Jiuzi Holdings, Inc.",1.31,−1.50%,8070.0,0.38,13634000.0,—,−0.93 USD,+80.75%,0.00%,Retail trade,—
2273,K,Kellanova,80.55,+0.01%,1152000.0,0.62,27764000000.0,30.61,2.63 USD,+4.71%,2.79%,Consumer non-durables,Neutral
2274,KACL,Kairous Acquisition Corp. Limited,12.3,+1.32%,1804.0,0.09,45312000.0,430.07,0.03 USD,−58.91%,0.00%,Finance,—
2275,KAI,Kadant Inc,328.16,+2.49%,35890.0,0.62,3854000000.0,33.76,9.72 USD,+2.17%,0.37%,Producer manufacturing,Buy
2276,KALA,"KALA BIO, Inc.",5.27,+0.17%,6142.0,0.68,24278000.0,—,−13.95 USD,+29.94%,0.00%,Health technology,Strong buy
2277,KALU,Kaiser Aluminum Corporation,71.54,−0.93%,305623.0,3.32,1151000000.0,28.46,2.51 USD,+301.85%,4.31%,Non-energy minerals,Neutral
2278,KALV,"KalVista Pharmaceuticals, Inc.",11.63,+5.82%,194049.0,0.33,502596000.0,—,−3.54 USD,−11.87%,0.00%,Health technology,Strong buy
2279,KAPA,"Kairos Pharma, Ltd.",1.41,−4.08%,42074.0,0.63,18107000.0,—,−0.16 USD,−147.15%,0.00%,Health technology,—
2280,KAR,"OPENLANE, Inc.",15.88,+2.25%,385306.0,0.75,1725000000.0,197.02,0.08 USD,—,0.00%,Commercial services,Buy
2281,KARO,Karooooo Ltd.,43.7,+10.21%,66530.0,2.65,1350000000.0,31.58,1.38 USD,+24.72%,2.47%,Technology services,Strong buy
2282,KAVL,"Kaival Brands Innovations Group, Inc.",0.8599,−6.62%,317904.0,1.16,5834000.0,—,−2.59 USD,+39.72%,0.00%,Distribution services,—
2283,KBH,KB Home,79.72,−0.11%,892950.0,0.87,5846000000.0,10.22,7.80 USD,+1.89%,1.13%,Consumer durables,Neutral
2284,KBR,"KBR, Inc.",69.09,+1.98%,796422.0,0.89,9192000000.0,46.69,1.48 USD,—,0.85%,Technology services,Buy
2285,KD,"Kyndryl Holdings, Inc.",24.79,+0.85%,1111000.0,0.76,5732000000.0,—,−0.82 USD,+85.24%,0.00%,Technology services,Strong buy
2286,KDLY,"Kindly MD, Inc.",1.39,+8.59%,393744.0,1.29,8266999.999999999,—,−0.41 USD,+26.77%,0.00%,Health services,—
2287,KDP,Keurig Dr Pepper Inc.,36.38,−0.36%,4923000.0,0.61,49334000000.0,23.20,1.57 USD,+38.80%,2.41%,Consumer non-durables,Buy
2288,KE,"Kimball Electronics, Inc.",17.65,+2.98%,149396.0,1.50,437477000.0,21.78,0.81 USD,−63.56%,0.00%,Electronic technology,Buy
2289,KELYA,"Kelly Services, Inc.",20.42,+1.54%,128440.0,0.85,725613000.0,15.42,1.32 USD,"+3,630.99%",1.47%,Commercial services,Buy
2290,KEN,Kenon Holdings Ltd.,26.13,+0.04%,3644.0,0.49,1379000000.0,—,−1.40 USD,+88.04%,14.54%,Utilities,—
2291,KEQU,Kewaunee Scientific Corporation,33.0,+1.54%,10004.0,0.64,94770000.0,5.30,6.23 USD,+357.08%,0.00%,Health technology,—
2292,KEX,Kirby Corporation,125.02,+3.14%,378410.0,1.09,7239000000.0,26.49,4.72 USD,+62.80%,0.00%,Transportation,Strong buy
2293,KEY,KeyCorp,17.22,+2.26%,10220000.0,1.40,16242000000.0,22.43,0.77 USD,—,4.76%,Finance,Buy
2294,KEYS,Keysight Technologies Inc.,159.01,+0.95%,653846.0,0.78,27595000000.0,30.60,5.20 USD,−17.45%,0.00%,Electronic technology,Buy
2295,KFFB,Kentucky First Federal Bancorp,3.22,+1.25%,2389.0,0.28,26038000.0,—,−0.21 USD,—,12.42%,Finance,—
2296,KFRC,"Kforce, Inc.",56.09,+0.97%,129013.0,0.74,1087000000.0,20.95,2.68 USD,−16.48%,2.67%,Commercial services,Neutral
2297,KFS,"Kingsway Financial Services, Inc.",8.62,+2.38%,34003.0,0.90,239730000.0,—,−0.20 USD,−107.10%,0.00%,Finance,—
2298,KFY,Korn Ferry,71.82,+1.71%,219742.0,0.83,3735000000.0,20.48,3.51 USD,+3.27%,1.95%,Commercial services,Buy
2299,KGS,"Kodiak Gas Services, Inc.",32.32,+0.40%,568339.0,0.78,2699000000.0,49.86,0.65 USD,−30.73%,4.80%,Industrial services,Strong buy
2300,KHC,The Kraft Heinz Company,35.22,+1.12%,5008000.0,0.88,42584000000.0,22.50,1.57 USD,−38.82%,4.54%,Consumer non-durables,Buy
2301,KIDS,OrthoPediatrics Corp.,24.61,+1.61%,153183.0,0.97,595917000.0,—,−1.10 USD,"−1,440.78%",0.00%,Health technology,Strong buy
2302,KIND,"Nextdoor Holdings, Inc.",2.51,+3.72%,787878.0,1.22,953570000.0,—,−0.39 USD,−5.56%,0.00%,Technology services,Neutral
2303,KINS,"Kingstone Companies, Inc",9.84,+4.24%,161854.0,1.50,113214000.0,23.16,0.42 USD,—,0.00%,Finance,Buy
2304,KIRK,"Kirkland's, Inc.",2.06,+3.52%,38333.0,0.50,27010000.0,—,−1.51 USD,+54.74%,0.00%,Retail trade,Buy
2305,KITT,"Nauticus Robotics, Inc.",1.29,+4.03%,161045.0,1.11,5998000.0,—,−56.84 USD,−47.85%,0.00%,Producer manufacturing,—
2306,KKR,KKR & Co. Inc.,135.59,+1.86%,2085000.0,0.81,120328000000.0,32.02,4.23 USD,+226.76%,0.50%,Finance,Strong buy
2307,KLAC,KLA Corporation,803.73,+0.72%,570837.0,0.77,107680000000.0,39.61,20.29 USD,−15.80%,0.72%,Electronic technology,Buy
2308,KLC,"KinderCare Learning Companies, Inc.",28.42,+1.36%,971269.0,—,3250000000.0,—,—,—,0.00%,Consumer services,—
2309,KLG,WK Kellogg Co,17.8,+2.83%,720213.0,1.20,1529000000.0,12.75,1.40 USD,—,3.60%,Consumer non-durables,Neutral
2310,KLIC,"Kulicke and Soffa Industries, Inc.",45.27,+3.12%,424093.0,1.01,2468000000.0,—,−1.04 USD,−161.46%,1.77%,Producer manufacturing,Buy
2311,KLTO,"Klotho Neurosciences, Inc.",0.519,+5.47%,75222.0,1.26,11036000.0,—,−0.00 USD,−101.61%,0.00%,Commercial services,—
2312,KLTR,"Kaltura, Inc.",1.3,+4.00%,108904.0,1.29,193691000.0,—,−0.31 USD,+28.87%,0.00%,Technology services,Buy
2313,KLXE,"KLX Energy Services Holdings, Inc.",5.59,+0.90%,89778.0,1.03,94272000.0,—,−1.98 USD,−158.42%,0.00%,Energy minerals,Strong buy
2314,KMB,Kimberly-Clark Corporation,142.25,+0.84%,1384000.0,0.85,47910000000.0,21.06,6.76 USD,+39.27%,3.40%,Consumer non-durables,Buy
2315,KMDA,Kamada Ltd.,5.25,+0.96%,5371.0,0.29,301768000.0,19.87,0.26 USD,+262.36%,0.00%,Health technology,Strong buy
2316,KMI,"Kinder Morgan, Inc.",24.7,+4.13%,21490000.0,1.63,54903000000.0,22.56,1.09 USD,−1.42%,4.62%,Industrial services,Buy
2317,KMPR,Kemper Corporation,60.82,+0.58%,229048.0,0.73,3918000000.0,78.49,0.77 USD,—,2.04%,Finance,Buy
2318,KMT,Kennametal Inc.,25.4,+2.63%,493097.0,0.95,1979000000.0,18.58,1.37 USD,−6.04%,3.15%,Producer manufacturing,Neutral
2319,KMX,CarMax Inc,72.14,+1.45%,1412000.0,0.70,11176000000.0,27.23,2.65 USD,−7.29%,0.00%,Retail trade,Buy
2320,KN,Knowles Corporation,17.66,+2.44%,301004.0,0.54,1562000000.0,—,−2.17 USD,−0.16%,0.00%,Electronic technology,Buy
2321,KNDI,"Kandi Technologies Group, Inc.",1.75,+7.36%,281547.0,0.85,152877000.0,—,−0.01 USD,+80.65%,0.00%,Consumer durables,—
2322,KNF,Knife Riv Holding Co.,89.68,+2.49%,237370.0,0.75,5077000000.0,25.72,3.49 USD,+48.10%,0.00%,Non-energy minerals,Strong buy
2323,KNOP,KNOT Offshore Partners LP,6.62,+1.22%,26822.0,0.45,229617000.0,116.75,0.06 USD,—,1.57%,Transportation,Strong buy
2324,KNSA,"Kiniksa Pharmaceuticals, Ltd.",26.56,+4.20%,290542.0,0.92,1892000000.0,—,−0.16 USD,−104.76%,0.00%,Health technology,Strong buy
2325,KNSL,"Kinsale Capital Group, Inc.",469.56,+0.81%,118475.0,0.70,10934000000.0,29.52,15.91 USD,+61.58%,0.13%,Finance,Neutral
2326,KNTK,Kinetik Holdings Inc.,49.69,+2.37%,490294.0,1.13,7827000000.0,19.33,2.57 USD,+69.79%,6.04%,Industrial services,Buy
2327,KNW,"Know Labs, Inc.",0.2291,−5.33%,411259.0,1.06,24743000.0,—,−0.22 USD,+54.99%,0.00%,Electronic technology,Strong buy
2328,KNX,Knight-Swift Transportation Holdings Inc.,50.91,+1.56%,1204000.0,0.61,8240000000.0,122.76,0.41 USD,−86.88%,1.22%,Transportation,Buy
2329,KO,Coca-Cola Company (The),69.57,+0.46%,8786000.0,0.72,299838000000.0,28.28,2.46 USD,+1.71%,2.75%,Consumer non-durables,Buy
2330,KOD,Kodiak Sciences Inc,2.84,+5.58%,188967.0,1.46,149426000.0,—,−3.77 USD,+33.98%,0.00%,Health technology,Sell
2331,KODK,Eastman Kodak Company,4.87,+1.88%,887672.0,1.85,391061000.0,8.89,0.55 USD,−11.63%,0.00%,Producer manufacturing,—
2332,KOP,Koppers Holdings Inc.,37.03,+1.26%,81592.0,0.67,759830000.0,10.16,3.65 USD,−6.54%,0.73%,Process industries,Strong buy
2333,KOPN,Kopin Corporation,0.7317,−0.64%,431483.0,0.43,116115000.0,—,−0.40 USD,−72.45%,0.00%,Electronic technology,Strong buy
2334,KORE,"KORE Group Holdings, Inc.",2.04,−2.86%,9323.0,2.16,36909000.0,—,−11.96 USD,−53.55%,0.00%,Technology services,Buy
2335,KOS,Kosmos Energy Ltd.,4.44,−0.67%,5477000.0,0.68,2095000000.0000002,8.27,0.54 USD,+22.40%,0.00%,Energy minerals,Strong buy
2336,KOSS,Koss Corporation,7.24,+3.13%,226429.0,1.21,67331000.0,—,−0.10 USD,−112.37%,0.00%,Consumer durables,—
2337,KPLT,"Katapult Holdings, Inc.",9.51,−3.74%,15094.0,1.20,39646000.0,—,−6.90 USD,+28.11%,0.00%,Commercial services,Neutral
2338,KPRX,"Kiora Pharmaceuticals, Inc.",3.44,+5.52%,5050.0,0.44,10219000.0,—,−7.70 USD,+90.73%,0.00%,Health technology,Strong buy
2339,KPTI,Karyopharm Therapeutics Inc.,0.8612,+1.68%,170586.0,0.14,107378000.0,—,−1.19 USD,+19.05%,0.00%,Health technology,Buy
2340,KR,Kroger Company (The),55.36,+0.27%,2179000.0,0.68,40052000000.0,14.49,3.82 USD,+71.21%,2.04%,Retail trade,Buy
2341,KRMD,"KORU Medical Systems, Inc.",2.72,+5.02%,22707.0,0.73,124726000.0,—,−0.26 USD,−44.20%,0.00%,Health technology,Strong buy
2342,KRNT,Kornit Digital Ltd.,24.24,−0.98%,330962.0,0.52,1157000000.0,—,−1.02 USD,+41.86%,0.00%,Producer manufacturing,Strong buy
2343,KRNY,Kearny Financial,6.75,+4.33%,373697.0,1.66,435913000.0,—,−1.39 USD,—,6.52%,Finance,Neutral
2344,KRO,Kronos Worldwide Inc,12.18,+0.66%,80473.0,0.66,1401000000.0,738.18,0.02 USD,—,5.09%,Process industries,Sell
2345,KRON,"Kronos Bio, Inc.",0.921,−6.02%,50798.0,0.73,55531000.0,—,−1.75 USD,+17.29%,0.00%,Health technology,Strong buy
2346,KROS,"Keros Therapeutics, Inc.",59.78,+3.44%,224704.0,0.77,2243000000.0,—,−5.13 USD,−13.01%,0.00%,Health technology,Strong buy
2347,KRP,Kimbell Royalty Partners,16.44,+0.67%,329755.0,0.79,1809000000.0,41.58,0.40 USD,−75.18%,11.25%,Miscellaneous,Buy
2348,KRRO,"Korro Bio, Inc.",38.67,+5.80%,50743.0,0.74,359585000.0,—,−25.49 USD,+73.20%,0.00%,Health technology,Strong buy
2349,KRT,Karat Packaging Inc.,26.72,+3.17%,25467.0,1.31,534792000.00000006,18.98,1.41 USD,−6.87%,4.49%,Process industries,Buy
2350,KRUS,"Kura Sushi USA, Inc.",82.34,+0.75%,51925.0,0.52,925904000.0,—,−0.07 USD,−346.93%,0.00%,Consumer services,Buy
2351,KRYS,"Krystal Biotech, Inc.",178.71,+3.21%,209790.0,1.21,5134000000.0,48.91,3.65 USD,—,0.00%,Health technology,Strong buy
2352,KSCP,"Knightscope, Inc.",7.42,+10.75%,291503.0,1.34,22679000.0,—,−15.64 USD,−108.60%,0.00%,Producer manufacturing,—
2353,KSS,Kohl's Corporation,19.54,+3.99%,5575000.0,1.00,2174000000.0,7.65,2.55 USD,—,10.24%,Retail trade,Neutral
2354,KTB,"Kontoor Brands, Inc.",81.91,+3.91%,306476.0,0.89,4561000000.0,19.42,4.22 USD,+16.58%,2.44%,Consumer non-durables,Buy
2355,KTCC,Key Tronic Corporation,5.86,+1.38%,14694.0,0.64,63065000.0,—,−0.08 USD,−116.11%,0.00%,Electronic technology,—
2356,KTOS,"Kratos Defense & Security Solutions, Inc.",25.16,+2.99%,849336.0,0.77,3799000000.0,380.06,0.07 USD,—,0.00%,Electronic technology,Buy
2357,KTRA,"Kintara Therapeutics, Inc.",0.1778,+0.91%,392701.0,0.22,9896000.0,—,−2.15 USD,+77.15%,0.00%,Health technology,—
2358,KTTA,Pasithea Therapeutics Corp.,4.78,−1.04%,3718.0,0.03,4995000.0,—,−15.13 USD,−16.55%,0.00%,Health technology,—
2359,KULR,"KULR Technology Group, Inc.",0.3111,+2.10%,1201000.0,0.52,61918000.0,—,−0.16 USD,+24.58%,0.00%,Producer manufacturing,Strong buy
2360,KURA,"Kura Oncology, Inc.",18.58,+1.86%,499446.0,1.05,1424000000.0,—,−2.23 USD,−8.78%,0.00%,Health technology,Strong buy
2361,KVAC,Keen Vision Acquisition Corporation,10.77,−0.25%,5067.0,0.12,208575000.0,32.08,0.34 USD,—,0.00%,Finance,—
2362,KVHI,"KVH Industries, Inc.",5.02,−1.38%,36267.0,1.03,98965000.0,—,−1.14 USD,−168.38%,0.00%,Electronic technology,—
2363,KVUE,Kenvue Inc.,21.46,+0.66%,14513000.0,1.19,41099000000.0,36.75,0.58 USD,−35.47%,3.75%,Consumer non-durables,Buy
2364,KVYO,"Klaviyo, Inc. Series A",37.0,+1.37%,642091.0,1.09,9867000000.0,—,−1.41 USD,"−2,880.08%",0.00%,Technology services,Strong buy
2365,KW,Kennedy-Wilson Holdings Inc.,10.74,+1.51%,374332.0,0.74,1476000000.0,—,−2.68 USD,"−1,100.45%",6.70%,Finance,Neutral
2366,KWR,Quaker Houghton,161.6,+0.98%,67555.0,0.62,2895000000.0,23.47,6.88 USD,"+1,338.77%",1.13%,Process industries,Strong buy
2367,KXIN,Kaixin Holdings,0.2085,−2.11%,12045000.0,0.07,10385000.0,—,−2.15 USD,−192.52%,0.00%,Retail trade,—
2368,KYMR,"Kymera Therapeutics, Inc.",45.02,+4.12%,290605.0,0.72,2870000000.0,—,−2.41 USD,+12.58%,0.00%,Health technology,Strong buy
2369,KYTX,"Kyverna Therapeutics, Inc.",5.25,+15.38%,762237.0,1.94,226521000.0,—,−2.63 USD,—,0.00%,Health technology,Strong buy
2370,KZR,"Kezar Life Sciences, Inc.",0.8476,−0.70%,240065.0,0.07,61843000.0,—,−1.35 USD,−18.69%,0.00%,Health technology,Buy
2371,L,Loews Corporation,79.35,+1.46%,644208.0,0.85,17419000000.0,11.64,6.82 USD,+30.15%,0.32%,Finance,—
2372,LAAC,Lithium Americas (Argentina) Corp.,3.67,+10.54%,2973000.0,1.37,591971000.0,0.47,7.81 USD,—,0.00%,Non-energy minerals,Buy
2373,LAB,Standard BioTools Inc.,1.89,+6.78%,1428000.0,1.39,701482000.0,—,−0.90 USD,+15.31%,0.00%,Health technology,Strong buy
2374,LAD,"Lithia Motors, Inc.",305.45,+0.45%,202245.0,0.84,8167999999.999999,9.86,30.98 USD,−22.62%,0.67%,Retail trade,Buy
2375,LAES,SEALSQ Corp,0.4204,+10.34%,386034.0,1.07,8800000.0,—,−0.58 USD,−572.98%,0.00%,Electronic technology,Strong buy
2376,LAKE,"Lakeland Industries, Inc.",19.65,+1.08%,23269.0,0.64,145343000.0,80.86,0.24 USD,−65.84%,0.61%,Consumer non-durables,Strong buy
2377,LANC,Lancaster Colony Corporation,180.28,+1.16%,96275.0,1.04,4970000000.0,31.30,5.76 USD,+42.60%,2.00%,Consumer non-durables,Neutral
2378,LANV,Lanvin Group Holdings Limited,1.69,−2.31%,3046.0,0.15,245086000.0,—,−1.33 USD,−477.82%,0.00%,Consumer non-durables,Neutral
2379,LARK,Landmark Bancorp Inc.,20.49,+1.19%,1086.0,0.60,112744000.0,9.93,2.06 USD,—,4.05%,Finance,—
2380,LASE,Laser Photonics Corporation,8.53,+2.77%,3237000.0,0.26,117462000.0,—,−0.99 USD,−162.86%,0.00%,Electronic technology,—
2381,LASR,"nLIGHT, Inc.",11.44,+5.63%,380070.0,1.42,550558000.0,—,−1.08 USD,+6.73%,0.00%,Electronic technology,Buy
2382,LATG,Chenghe Acquisition I Co.,11.62,0.00%,1100.0,0.01,83570000.0,—,−0.47 USD,−248.14%,0.00%,Finance,—
2383,LAUR,"Laureate Education, Inc.",15.36,−1.54%,330738.0,0.74,2343000000.0,12.23,1.26 USD,+109.13%,0.00%,Commercial services,Buy
2384,LAW,"CS Disco, Inc.",6.01,+1.01%,75062.0,0.94,357477000.0,—,−0.47 USD,+62.63%,0.00%,Technology services,Neutral
2385,LAZ,"Lazard, Inc.",52.7,+5.38%,1184000.0,2.39,4752000000.0,33.86,1.56 USD,—,3.80%,Finance,Buy
2386,LAZR,"Luminar Technologies, Inc.",0.8693,+0.59%,36210000.0,0.95,440040000.0,—,−1.29 USD,+13.75%,0.00%,Producer manufacturing,Neutral
2387,LB,LandBridge Company LLC,49.02,+4.32%,271032.0,0.76,854173000.0,—,—,—,0.00%,Commercial services,Buy
2388,LBPH,"Longboard Pharmaceuticals, Inc.",38.9,+13.18%,1777000.0,2.02,1513000000.0,—,−2.16 USD,+15.11%,0.00%,Health technology,Strong buy
2389,LBRDA,Liberty Broadband Corporation,78.56,−0.37%,73539.0,0.62,11285000000.0,14.09,5.58 USD,+2.42%,0.00%,Communications,Buy
2390,LBRT,Liberty Energy Inc.,20.45,+1.29%,1475000.0,0.85,3381000000.0,8.16,2.51 USD,−25.44%,1.37%,Industrial services,Buy
2391,LBTYA,Liberty Global Ltd.,20.54,−0.77%,1327000.0,0.86,7557000000.0,—,−5.52 USD,+31.70%,0.00%,Communications,Buy
2392,LC,LendingClub Corporation,12.43,−0.40%,1662000.0,1.41,1390000000.0,32.49,0.38 USD,−55.10%,0.00%,Finance,Strong buy
2393,LCFY,Locafy Limited,5.92,+5.53%,23970.0,1.57,7555000.0,—,—,—,0.00%,Technology services,—
2394,LCID,"Lucid Group, Inc.",3.4,+2.10%,18524000.0,0.65,7884000000.0,—,−1.20 USD,+19.81%,0.00%,Consumer durables,Neutral
2395,LCII,LCI Industries,117.42,+3.10%,127266.0,0.80,2990000000.0,24.67,4.76 USD,+43.21%,3.58%,Producer manufacturing,Neutral
2396,LCNB,LCNB Corporation,14.73,+2.86%,6762.0,0.65,208462000.0,26.61,0.55 USD,—,5.97%,Finance,Neutral
2397,LCTX,"Lineage Cell Therapeutics, Inc.",0.8554,+1.22%,500165.0,1.10,161531000.0,—,−0.13 USD,−3.94%,0.00%,Health technology,Strong buy
2398,LCUT,"Lifetime Brands, Inc.",6.15,−1.76%,78225.0,1.36,136271000.0,—,−0.82 USD,+5.79%,2.76%,Consumer durables,Strong buy
2399,LDI,"loanDepot, Inc.",2.13,+4.41%,1046000.0,1.30,692578000.0,—,−0.61 USD,+49.57%,0.00%,Finance,Neutral
2400,LDOS,"Leidos Holdings, Inc.",167.2,+1.61%,428521.0,0.60,22524000000.0,52.45,3.19 USD,−37.87%,0.91%,Electronic technology,Buy
2401,LDTC,LeddarTech Holdings Inc.,0.263,+2.73%,99370.0,0.31,9595000.0,—,—,—,0.00%,Technology services,Buy
2402,LDWY,"Lendway, Inc.",3.48,+2.49%,32167.0,2.50,6149000.0,—,−2.23 USD,−131.62%,0.00%,Commercial services,—
2403,LE,"Lands' End, Inc.",17.06,+6.16%,132767.0,1.25,532145000.0,—,−4.17 USD,−668.65%,0.00%,Retail trade,Strong buy
2404,LEA,Lear Corporation,106.99,+1.78%,596077.0,0.91,6019000000.0,11.44,9.35 USD,+6.68%,2.88%,Producer manufacturing,Buy
2405,LECO,"Lincoln Electric Holdings, Inc.",194.33,+2.31%,177326.0,0.84,11014000000.0,21.97,8.84 USD,+8.17%,1.46%,Producer manufacturing,Neutral
2406,LEDS,SemiLEDS Corporation,1.26,+0.48%,1948.0,0.10,9039000.0,—,−0.46 USD,+26.02%,0.00%,Electronic technology,—
2407,LEE,"Lee Enterprises, Incorporated",16.11,+14.66%,90239.0,0.95,99730000.0,—,−3.00 USD,−84.08%,0.00%,Consumer services,—
2408,LEG,"Leggett & Platt, Incorporated",12.76,+0.55%,760363.0,0.57,1712000000.0,—,−5.95 USD,−449.49%,7.99%,Consumer durables,Sell
2409,LEGH,Legacy Housing Corporation,26.59,+2.47%,67288.0,1.62,646575000.0,12.16,2.19 USD,−16.98%,0.00%,Consumer durables,Buy
2410,LEGT,Legato Merger Corp. III,10.19,0.00%,151878.0,4.66,214561000.0,36.13,0.28 USD,—,0.00%,Finance,—
2411,LEN,Lennar Corporation,178.19,−0.01%,1766000.0,1.02,47890000000.0,11.80,15.10 USD,+11.89%,1.05%,Consumer durables,Buy
2412,LENZ,"LENZ Therapeutics, Inc.",24.71,+4.70%,97231.0,0.51,679443000.0,—,−9.44 USD,+41.13%,0.00%,Health technology,Strong buy
2413,LESL,"Leslie's, Inc.",2.65,+1.15%,2832000.0,0.47,490019000.0,169.87,0.02 USD,−95.78%,0.00%,Retail trade,Neutral
2414,LEU,Centrus Energy Corp.,59.46,+6.56%,499082.0,0.85,968005000.0,10.61,5.61 USD,+154.92%,0.00%,Non-energy minerals,Buy
2415,LEV,The Lion Electric Company,0.66,+1.69%,125949.0,0.69,149304000.0,—,−0.52 USD,−120.51%,0.00%,Consumer durables,Neutral
2416,LEVI,Levi Strauss & Co,19.14,+2.24%,2337000.0,0.60,7593000000.0,49.68,0.39 USD,−43.56%,2.56%,Consumer non-durables,Buy
