2649,MAYS,"J. W. Mays, Inc.",43.56 USD,−0.16%,330,0.76,87.807 M USD,—,−0.24 USD,−2114.95%,0.00%,Finance,—
2650,MBC,"MasterBrand, Inc.",18.88 USD,+0.19%,45.02 K,0.02,2.397 B USD,13.48,1.40 USD,—,0.00%,Consumer Durables,Strong buy
2651,MBCN,Middlefield Banc Corp.,23.90 USD,0.00%,407,0.04,193.413 M USD,11.17,2.14 USD,—,3.37%,Finance,Neutral
2652,MBI,MBIA Inc.,6.83 USD,+1.04%,16.796 K,0.05,350.214 M USD,—,−10.02 USD,−155.76%,0.00%,Finance,Neutral
2653,MBIN,Merchants Bancorp,42.20 USD,+0.23%,3.75 K,0.02,1.828 B USD,7.48,5.64 USD,—,0.78%,Finance,Strong buy
2654,MBIO,"Mustang Bio, Inc.",1.0350 USD,+10.11%,27.695 K,0.16,10.754 M USD,—,−6.23 USD,+44.66%,0.00%,Health Technology,Strong buy
2655,MBLY,Mobileye Global Inc.,33.14 USD,+1.35%,687.229 K,0.18,26.719 B USD,—,−0.03 USD,+63.91%,0.00%,Technology Services,Buy
2656,MBOT,Microbot Medical Inc.,1.16 USD,+0.53%,18.175 K,0.20,16.647 M USD,—,−1.20 USD,+39.37%,0.00%,Health Technology,—
2657,M,MBRX,5.57 USD,+0.54%,15.49 K,0.12,12.407 M USD,—,−15.10 USD,+0.81%,0.00%,Health Technology,Strong buy
2658,MBTC,Nocturne Acquisition Corporation,11.61 USD,+0.09%,255,0.06,60.272 M USD,—,−0.29 USD,−357.26%,0.00%,Finance,—
2659,MBUU,"Malibu Boats, Inc.",42.55 USD,+1.19%,21.403 K,0.09,869.33 M USD,13.61,3.13 USD,−62.03%,0.00%,Consumer Durables,Buy
2660,MBWM,Mercantile Bank Corporation,37.99 USD,−0.13%,4.008 K,0.05,612.271 M USD,7.40,5.13 USD,—,3.69%,Finance,Buy
2661,MC,Moelis & Company,57.49 USD,0.00%,24.445 K,0.04,4.195 B USD,—,−0.36 USD,−116.82%,4.35%,Finance,Sell
2662,MCAA,Mountain & Co. I Acquisition Corp.,11.48 USD,−0.09%,118,0.00,162.21 M USD,50.57,0.23 USD,—,0.00%,Finance,—
2663,MCAC,Monterey Capital Acquisition Corporation,11.07 USD,0.00%,6.524 K,0.41,107.115 M USD,—,−1.32 USD,−307.17%,0.00%,Finance,—
2664,MCAF,Mountain Crest Acquisition Corp. IV,14.99 USD,+11.12%,381,0.11,49.684 M USD,212.93,0.07 USD,—,0.00%,Finance,—
2665,MCAG,Mountain Crest Acquisition Corp. V,10.69 USD,−1.02%,100,0.15,33.89 M USD,—,−0.74 USD,−2389.63%,0.00%,Finance,—
2666,MCB,Metropolitan Bank Holding Corp.,38.10 USD,+0.12%,1.922 K,0.02,422.482 M USD,5.55,6.87 USD,—,0.00%,Finance,Strong buy
2667,MCBC,Macatawa Bank Corporation,9.68 USD,−0.21%,1.826 K,0.02,332.62 M USD,7.68,1.26 USD,—,3.61%,Finance,Buy
2668,MCBS,"MetroCity Bankshares, Inc.",24.68 USD,+3.70%,19.838 K,0.85,622.072 M USD,12.19,2.02 USD,—,3.11%,Finance,Neutral
2669,MCD,McDonald's Corporation,283.07 USD,+0.37%,471.355 K,0.14,204.388 B USD,24.47,11.57 USD,+38.61%,2.29%,Consumer Services,Buy
2670,MCFT,"MasterCraft Boat Holdings, Inc.",23.01 USD,+0.88%,3.943 K,0.03,391.948 M USD,7.06,3.26 USD,+5.22%,0.00%,Consumer Durables,Buy
2671,MCHP,Microchip Technology Incorporated,89.42 USD,+0.25%,371.766 K,0.07,48.319 B USD,20.89,4.28 USD,+15.63%,1.95%,Electronic Technology,Buy
2672,MCHX,"Marchex, Inc.",1.39 USD,+3.73%,36.091 K,0.40,60.21 M USD,—,−0.23 USD,−21.69%,0.00%,Commercial Services,Strong buy
2673,MCK,McKesson Corporation,537.43 USD,−0.34%,33.028 K,0.06,70.623 B USD,24.36,22.06 USD,+1.15%,0.45%,Distribution Services,Buy
2674,MCO,Moody's Corporation,391.63 USD,+0.36%,43.181 K,0.06,71.497 B USD,44.83,8.74 USD,+17.47%,0.81%,Commercial Services,Buy
2675,MCRB,"Seres Therapeutics, Inc.",0.7724 USD,−1.00%,468.219 K,0.15,116.64 M USD,—,−0.90 USD,+61.82%,0.00%,Health Technology,Buy
2676,MCRI,"Monarch Casino & Resort, Inc.",74.72 USD,+0.73%,4.411 K,0.02,1.418 B USD,17.78,4.20 USD,−5.98%,1.62%,Consumer Services,Neutral
2677,MCS,Marcus Corporation (The),14.17 USD,+0.07%,13.632 K,0.04,440.356 M USD,50.19,0.28 USD,—,1.71%,Consumer Services,Strong buy
2678,MCVT,"Mill City Ventures III, Ltd.",2.61 USD,+2.35%,356,0.09,16.666 M USD,—,−0.17 USD,−171.29%,0.00%,Finance,—
2679,MCW,"Mister Car Wash, Inc.",7.70 USD,−1.03%,59.669 K,0.05,2.429 B USD,31.54,0.24 USD,−29.14%,0.00%,Consumer Services,Buy
2680,MCY,Mercury General Corporation,51.96 USD,+0.22%,42.74 K,0.19,2.877 B USD,29.86,1.74 USD,—,2.59%,Finance,Neutral
2681,MD,"Pediatrix Medical Group, Inc.",10.14 USD,+1.50%,29.735 K,0.04,853.007 M USD,—,−0.73 USD,−191.65%,0.00%,Health Services,Neutral
2682,MDAI,"Spectral AI, Inc.",2.16 USD,+1.89%,357.99 K,0.10,37.469 M USD,—,−1.07 USD,−773.58%,0.00%,Health Technology,Strong buy
2683,MDB,"MongoDB, Inc.",362.52 USD,+1.04%,134.354 K,0.11,26.37 B USD,—,−2.48 USD,+50.79%,0.00%,Technology Services,Buy
2684,MDBH,"MDB Capital Holdings, LLC",9.61 USD,−1.99%,348,0.04,—,—,—,—,—,Finance,—
2685,MDC,"M.D.C. Holdings, Inc.",62.90 USD,+0.05%,209.328 K,0.12,4.721 B USD,11.90,5.29 USD,−31.13%,3.42%,Consumer Durables,Neutral
2686,MDGL,"Madrigal Pharmaceuticals, Inc.",259.52 USD,+0.27%,23.076 K,0.03,5.164 B USD,—,−19.94 USD,−15.71%,0.00%,Health Technology,Strong buy
2687,MDIA,Mediaco Holding Inc.,0.5561 USD,−10.32%,9.81 K,0.35,14.658 M USD,—,—,—,0.00%,Consumer Services,—
2688,MDJH,MDJM LT,1.23 USD,+5.13%,370,0.30,14.361 M USD,—,—,—,0.00%,Finance,—
2689,MDLZ,"Mondelez International, Inc.",70.28 USD,+0.25%,786.265 K,0.09,94.624 B USD,19.42,3.62 USD,+84.71%,2.31%,Consumer Non-Durables,Strong buy
2690,MDT,Medtronic plc.,87.56 USD,+0.74%,743.909 K,0.11,116.264 B USD,27.77,3.15 USD,+3.77%,3.29%,Health Technology,Buy
2691,MDU,"MDU Resources Group, Inc.",24.71 USD,+0.84%,270.586 K,0.16,5.032 B USD,12.15,2.03 USD,+12.66%,2.94%,Utilities,Buy
2692,MDWD,MediWound Ltd.,15.20 USD,+0.66%,10.359 K,0.11,144.274 M USD,—,−0.77 USD,+80.05%,0.00%,Health Technology,Strong buy
2693,MDXG,"MiMedx Group, Inc",7.63 USD,+0.20%,39.16 K,0.04,1.121 B USD,22.14,0.34 USD,—,0.00%,Health Technology,Strong buy
2694,MDXH,MDxHealth SA,2.50 USD,+1.63%,23.424 K,0.53,67.129 M USD,—,—,—,—,Health Technology,Strong buy
2695,ME,23andMe Holding Co.,0.5449 USD,+6.76%,618.61 K,0.09,263.141 M USD,—,−1.10 USD,−56.13%,0.00%,Health Technology,Buy
2696,MEC,"Mayville Engineering Company, Inc.",13.96 USD,−1.03%,15.712 K,0.31,284.192 M USD,36.86,0.38 USD,−58.51%,0.00%,Producer Manufacturing,Strong buy
2697,MED,MEDIFAST INC,37.95 USD,+1.11%,25.188 K,0.04,413.433 M USD,4.17,9.11 USD,−28.26%,17.78%,Commercial Services,Neutral
2698,MEDP,"Medpace Holdings, Inc.",402.51 USD,−0.19%,12.181 K,0.06,12.381 B USD,45.35,8.88 USD,+21.41%,0.00%,Commercial Services,Buy
2699,MEDS,"TRxADE HEALTH, Inc.",9.13 USD,−4.42%,7.64 K,0.06,11 M USD,—,−9.97 USD,−63.37%,0.00%,Commercial Services,—
2700,MEG,"Montrose Environmental Group, Inc.",38.62 USD,+0.65%,4.539 K,0.02,1.173 B USD,—,−1.57 USD,+3.04%,0.00%,Commercial Services,Strong buy
2701,MEGL,Magic Empire Global Limited,0.6589 USD,−0.17%,8.093 K,0.13,13.347 M USD,—,−0.03 USD,—,0.00%,Finance,—
2702,MEI,"Methode Electronics, Inc.",11.83 USD,+0.42%,47.774 K,0.04,418.67 M USD,—,−1.63 USD,−170.48%,5.00%,Electronic Technology,Neutral
2703,MEIP,"MEI Pharma, Inc.",3.81 USD,−2.77%,4.13 K,0.23,25.394 M USD,1.28,2.98 USD,—,0.00%,Health Technology,Buy
2704,MELI,"MercadoLibre, Inc.",1521.53 USD,−0.07%,28.116 K,0.08,77.138 B USD,78.23,19.45 USD,+105.52%,0.00%,Retail Trade,Strong buy
2705,MERC,Mercer International Inc.,10.07 USD,−0.49%,10.027 K,0.05,669.905 M USD,—,−3.64 USD,−198.06%,2.99%,Process Industries,Neutral
2706,MESA,"Mesa Air Group, Inc.",0.8518 USD,−2.44%,9.154 K,0.06,34.874 M USD,—,−2.99 USD,+40.67%,0.00%,Transportation,Neutral
2707,MET,"MetLife, Inc.",74.19 USD,+0.37%,239.435 K,0.07,53.644 B USD,40.56,1.83 USD,−37.61%,2.85%,Finance,Buy
2708,META,"Meta Platforms, Inc.",489.76 USD,−0.83%,2.531 M,0.20,1.249 T USD,32.88,14.90 USD,+73.52%,0.10%,Technology Services,Strong buy
2709,METC,"Ramaco Resources, Inc.",16.47 USD,−0.48%,53.963 K,0.05,837.931 M USD,9.78,1.68 USD,−34.94%,3.12%,Energy Minerals,Buy
2710,MFH,Mercurity Fintech Holding Inc. - American,1.39 USD,−5.44%,6.354 K,0.52,64.688 M USD,—,—,—,0.00%,Technology Services,—
2711,MFIC,MidCap Financial Investment Corporation,15.01 USD,+0.60%,123.136 K,0.30,979.446 M USD,8.26,1.82 USD,+283.26%,10.21%,Finance,Buy
2712,MFIN,Medallion Financial Corp.,7.93 USD,+0.79%,4.255 K,0.03,186.274 M USD,3.35,2.37 USD,+29.70%,4.38%,Finance,Buy
2713,MG,Mistras Group Inc,9.61 USD,0.00%,4.896 K,0.04,294.4 M USD,—,−0.58 USD,−371.33%,0.00%,Industrial Services,Strong buy
2714,MGAM,Mobile Global Esports Inc.,0.1500 USD,−6.83%,72.94 K,0.09,3.179 M USD,—,−0.21 USD,—,0.00%,Consumer Services,—
2715,MGEE,MGE Energy Inc.,78.25 USD,+0.93%,10.064 K,0.01,2.83 B USD,24.06,3.25 USD,+6.04%,2.21%,Utilities,Strong sell
2716,MGIH,Millennium Group International Holdings Limited,1.33 USD,+4.72%,111.393 K,2.77,14.963 M USD,—,−0.08 USD,−153.75%,0.00%,Process Industries,—
2717,MGLD,"The Marygold Companies, Inc.",1.41 USD,−0.35%,398,0.03,55.531 M USD,—,−0.03 USD,−143.24%,0.00%,Miscellaneous,—
2718,MGM,MGM Resorts International,47.26 USD,+1.41%,471.631 K,0.14,14.981 B USD,14.92,3.17 USD,−6.38%,0.00%,Consumer Services,Buy
2719,MGNI,"Magnite, Inc.",10.64 USD,+2.50%,125.268 K,0.10,1.489 B USD,—,−1.19 USD,−21.10%,0.00%,Technology Services,Strong buy
2720,MGNX,"MacroGenics, Inc.",14.46 USD,−3.34%,67.344 K,0.04,902.767 M USD,—,−0.15 USD,+92.21%,0.00%,Health Technology,Strong buy
2721,MGOL,MGO Global Inc.,0.4075 USD,−9.24%,233.433 K,0.82,6.418 M USD,—,−0.40 USD,—,0.00%,Commercial Services,—
2722,MGPI,"MGP Ingredients, Inc.",85.98 USD,+0.21%,9.011 K,0.05,1.897 B USD,17.88,4.81 USD,−2.08%,0.58%,Process Industries,Strong buy
2723,MGRC,McGrath RentCorp,122.41 USD,+0.02%,18.142 K,0.07,2.999 B USD,26.54,4.61 USD,−1.80%,1.52%,Finance,—
2724,MGRM,Monogram Orthopaedics Inc.,2.40 USD,+3.90%,11.444 K,0.12,74.716 M USD,—,−0.55 USD,−78.60%,0.00%,Health Technology,—
2725,MGRX,"Mangoceuticals, Inc.",0.2150 USD,−1.83%,84.5 K,0.04,4.938 M USD,—,−0.52 USD,—,0.00%,Health Technology,—
2726,MGTX,MeiraGTx Holdings plc,5.99 USD,−3.54%,36.871 K,0.22,380.947 M USD,—,−1.59 USD,+12.07%,0.00%,Health Technology,Strong buy
2727,MGX,"Metagenomi, Inc.",10.87 USD,−1.98%,26.109 K,0.21,407.927 M USD,—,—,—,0.00%,Health Technology,Strong buy
2728,MGY,Magnolia Oil & Gas Corporation,25.52 USD,−0.06%,232.288 K,0.04,5.211 B USD,12.51,2.04 USD,−56.73%,1.90%,Energy Minerals,Buy
2729,MGYR,"Magyar Bancorp, Inc.",11.13 USD,−1.25%,1.033 K,0.12,74.025 M USD,9.55,1.16 USD,—,1.33%,Finance,—
2730,MHH,"Mastech Digital, Inc",8.85 USD,−0.56%,2.128 K,0.58,102.652 M USD,—,−0.62 USD,−185.42%,0.00%,Commercial Services,—
2731,MHK,"Mohawk Industries, Inc.",129.81 USD,+0.69%,29.487 K,0.05,8.268 B USD,—,−6.92 USD,−2472.84%,0.00%,Non-Energy Minerals,Neutral
2732,MHLD,"Maiden Holdings, Ltd.",2.15 USD,−0.92%,25.496 K,0.09,216.015 M USD,—,−0.38 USD,−4.35%,0.00%,Finance,—
2733,MHO,"M/I Homes, Inc.",136.43 USD,+4.70%,114.873 K,0.45,3.794 B USD,8.40,16.25 USD,−5.92%,0.00%,Consumer Durables,Neutral
2734,MHUA,"Meihua International Medical Technologies Co., Ltd.",0.7900 USD,+1.28%,2.586 K,0.02,19.145 M USD,2.80,0.28 USD,—,0.00%,Health Technology,—
2735,MI,NFT Limited,0.1675 USD,+5.81%,259.762 K,0.37,5.861 M USD,1.70,0.10 USD,—,0.00%,Technology Services,—
2736,MICS,"The Singing Machine Company, Inc.",0.9747 USD,+5.95%,20.064 K,0.51,6.256 M USD,—,−2.17 USD,−276.23%,0.00%,Consumer Services,—
2737,MIDD,The Middleby Corporation,160.47 USD,+0.59%,32.824 K,0.09,8.601 B USD,21.65,7.41 USD,−6.92%,0.00%,Producer Manufacturing,Buy
2738,MIGI,Mawson Infrastructure Group Inc.,1.40 USD,−2.10%,289.3 K,0.78,23.303 M USD,—,−4.42 USD,−75.73%,0.00%,Technology Services,—
2739,MIMO,Airspan Networks Holdings Inc.,0.1111 USD,−6.64%,98.396 K,0.36,8.292 M USD,—,−0.76 USD,+41.27%,0.00%,Electronic Technology,—
2740,MIND,"MIND Technology, Inc.",4.56 USD,+3.30%,247,0.06,7.667 M USD,—,−4.81 USD,+65.42%,0.00%,Industrial Services,Neutral
2741,MINM,"Minim, Inc.",6.24 USD,+3.48%,53.051 K,0.16,18.507 M USD,—,−11.16 USD,−45.13%,0.00%,Electronic Technology,—
2742,MIR,"Mirion Technologies, Inc.",11.38 USD,−0.09%,78.746 K,0.06,2.573 B USD,—,−0.50 USD,+64.79%,0.00%,Electronic Technology,Strong buy
2743,MIRA,"MIRA Pharmaceuticals, Inc.",1.09 USD,0.00%,13.988 K,0.08,16.111 M USD,—,—,—,0.00%,Health Technology,—
2744,MIRM,"Mirum Pharmaceuticals, Inc.",25.24 USD,+0.48%,36.341 K,0.05,1.177 B USD,—,−4.03 USD,−0.14%,0.00%,Health Technology,Strong buy
2745,MIST,Milestone Pharmaceuticals Inc.,1.85 USD,+2.78%,253.735 K,0.80,98.332 M USD,—,−1.48 USD,−7.56%,0.00%,Health Technology,Buy
2746,MITA,Coliseum Acquisition Corp.,10.77 USD,+0.19%,100,0.15,103.696 M USD,40.84,0.26 USD,+9.24%,0.00%,Finance,—
2747,MITK,"Mitek Systems, Inc.",13.92 USD,0.00%,122.079 K,0.22,651.325 M USD,79.14,0.18 USD,+74.85%,0.00%,Technology Services,Strong buy
2748,MITQ,"Moving iMage Technologies, Inc.",0.5200 USD,+6.12%,9.42 K,0.14,5.449 M USD,—,−0.20 USD,−1199.34%,0.00%,Consumer Durables,—
2749,MKC,"McCormick & Company, Incorporated",76.88 USD,+1.12%,302.088 K,0.10,20.595 B USD,29.31,2.62 USD,+6.33%,2.06%,Consumer Non-Durables,Neutral
2750,MKFG,Markforged Holding Corporation,0.8155 USD,+0.57%,46.163 K,0.16,162.571 M USD,—,−0.53 USD,−297.05%,0.00%,Producer Manufacturing,Buy
2751,MKL,Markel Group Inc.,1532.00 USD,+0.30%,3.239 K,0.08,20.085 B USD,10.42,146.98 USD,—,0.00%,Finance,Neutral
2752,MKSI,"MKS Instruments, Inc.",130.88 USD,−0.79%,27.446 K,0.04,8.776 B USD,—,−27.55 USD,−575.73%,0.70%,Producer Manufacturing,Buy
2753,MKTW,"MarketWise, Inc.",1.77 USD,+0.86%,15.118 K,0.10,572.702 M USD,30.86,0.06 USD,−92.42%,1.73%,Technology Services,Neutral
2754,MKTX,"MarketAxess Holdings, Inc.",219.48 USD,+0.79%,23.179 K,0.06,8.311 B USD,32.03,6.85 USD,+3.09%,1.35%,Finance,Neutral
2755,ML,MoneyLion Inc.,73.60 USD,+1.85%,26.752 K,0.14,774.125 M USD,—,−4.81 USD,+76.13%,0.00%,Technology Services,Strong buy
2756,MLAB,"Mesa Laboratories, Inc.",108.17 USD,+0.86%,915,0.03,583.474 M USD,617.41,0.18 USD,—,0.63%,Health Technology,Buy
2757,MLEC,Moolec Science SA,1.38 USD,−2.13%,10.585 K,0.58,51.838 M USD,—,—,—,0.00%,Commercial Services,Strong buy
2758,M,MLGO,4.03 USD,−2.84%,230.829 K,0.08,30.705 M USD,—,—,—,0.00%,Technology Services,—
2759,MLI,"Mueller Industries, Inc.",53.82 USD,+0.79%,53.02 K,0.06,6.116 B USD,10.14,5.31 USD,−8.82%,1.13%,Producer Manufacturing,Neutral
2760,MLKN,"MillerKnoll, Inc.",25.10 USD,−17.79%,1.072 M,0.65,1.828 B USD,25.86,0.97 USD,+9.44%,2.50%,Producer Manufacturing,Neutral
2761,MLM,"Martin Marietta Materials, Inc.",611.50 USD,−0.06%,29.857 K,0.07,37.804 B USD,32.32,18.92 USD,+36.35%,0.46%,Non-Energy Minerals,Buy
2762,MLNK,"MeridianLink, Inc.",18.42 USD,+1.10%,5.14 K,0.03,1.406 B USD,—,−0.54 USD,−3983.33%,0.00%,Technology Services,Neutral
2763,MLP,"Maui Land & Pineapple Company, Inc.",21.44 USD,+0.47%,23.184 K,0.78,420.743 M USD,—,−0.60 USD,−309.64%,0.00%,Finance,Sell
2764,MLR,"Miller Industries, Inc.",50.25 USD,+0.20%,3.362 K,0.05,575.164 M USD,9.92,5.07 USD,+184.25%,1.46%,Consumer Durables,—
2765,MLSS,"Milestone Scientific, Inc.",0.6350 USD,+0.87%,40.145 K,0.44,48.022 M USD,—,−0.10 USD,+13.52%,0.00%,Health Technology,Strong buy
2766,MLTX,MoonLake Immunotherapeutics,48.84 USD,−2.74%,47.226 K,0.09,3.05 B USD,—,−0.76 USD,+31.09%,0.00%,Health Technology,Strong buy
2767,MLYS,"Mineralys Therapeutics, Inc.",12.76 USD,−0.16%,12.104 K,0.08,633.294 M USD,—,−1.77 USD,—,0.00%,Health Technology,Strong buy
2768,M,MMAT,2.49 USD,+4.41%,21.226 K,0.07,15.957 M USD,—,−75.93 USD,−131.09%,0.00%,Electronic Technology,—
2769,MMC,"Marsh & McLennan Companies, Inc.",206.55 USD,+0.46%,71.208 K,0.04,101.552 B USD,27.45,7.53 USD,+24.78%,1.34%,Finance,Neutral
2770,MMI,"Marcus & Millichap, Inc.",33.98 USD,+0.92%,7.557 K,0.02,1.305 B USD,—,−0.88 USD,−134.10%,1.53%,Finance,Strong sell
2771,MMLP,Martin Midstream Partners L.P.,2.60 USD,−0.76%,3.322 K,0.08,101.403 M USD,—,−0.11 USD,+55.99%,0.75%,Industrial Services,Neutral
2772,MMM,3M Company,105.15 USD,+0.54%,632.815 K,0.08,58.186 B USD,—,−12.63 USD,−224.49%,5.86%,Producer Manufacturing,Neutral
2773,M,MMM/I,85.55 USD,+6.94%,960,—,57.876 B USD,—,−12.63 USD,−224.49%,5.86%,Producer Manufacturing,—
2774,MMS,"Maximus, Inc.",84.08 USD,+0.71%,15.639 K,0.05,5.132 B USD,27.83,3.02 USD,−2.24%,1.41%,Commercial Services,Buy
2775,MMSI,"Merit Medical Systems, Inc.",75.74 USD,+0.37%,12.547 K,0.03,4.388 B USD,46.82,1.62 USD,+25.38%,0.00%,Health Technology,Buy
2776,MMV,MultiMetaVerse Holdings Limited,0.8500 USD,−5.35%,5.311 K,0.20,28.092 M USD,—,—,—,0.00%,Consumer Services,—
2777,MMYT,MakeMyTrip Limited,70.68 USD,+0.11%,56.678 K,0.08,7.709 B USD,157.07,0.45 USD,—,0.00%,Technology Services,Strong buy
2778,MNDO,MIND C.T.I. Ltd.,1.92 USD,−0.52%,5.03 K,0.05,38.755 M USD,7.61,0.25 USD,−2.81%,12.63%,Technology Services,—
2779,MNDY,monday.com Ltd.,227.71 USD,+0.38%,43.993 K,0.08,11.14 B USD,—,−0.07 USD,+97.77%,0.00%,Technology Services,Strong buy
2780,MNKD,MannKind Corporation,4.51 USD,−2.48%,395.982 K,0.13,1.221 B USD,—,−0.05 USD,+86.47%,0.00%,Health Technology,Strong buy
2781,MNMD,Mind Medicine (MindMed) Inc.,9.84 USD,+3.58%,461.358 K,0.16,693.73 M USD,—,−2.45 USD,−76.64%,0.00%,Health Technology,Strong buy
2782,MNOV,"MediciNova, Inc.",1.45 USD,−1.10%,10.579 K,0.16,71.303 M USD,—,−0.17 USD,+39.07%,0.00%,Health Technology,—
2783,MNPR,Monopar Therapeutics Inc.,0.7190 USD,−2.44%,69.968 K,0.28,10.689 M USD,—,−0.71 USD,+12.62%,0.00%,Health Technology,Strong buy
2784,MNR,Mach Natural Resources LP,19.26 USD,+1.16%,76.054 K,0.67,1.83 B USD,—,—,—,0.00%,Energy Minerals,Strong buy
2785,MNRO,"Monro, Inc.",31.81 USD,+1.11%,37.486 K,0.07,951.187 M USD,30.67,1.04 USD,−26.63%,3.64%,Retail Trade,Neutral
2786,MNSB,"MainStreet Bancshares, Inc.",18.01 USD,+1.75%,16.241 K,0.67,137.13 M USD,5.55,3.25 USD,—,2.26%,Finance,Buy
2787,MNST,Monster Beverage Corporation,59.42 USD,+0.37%,651.486 K,0.17,61.835 B USD,38.55,1.54 USD,+37.92%,0.00%,Consumer Non-Durables,Buy
2788,MNTK,"Montauk Renewables, Inc.",4.35 USD,+6.76%,106.37 K,0.16,624.369 M USD,41.38,0.11 USD,−57.51%,0.00%,Process Industries,Buy
2789,MNTN,Everest Consolidator Acquisition Corporation,11.17 USD,+0.09%,2.117 K,0.17,198.118 M USD,—,−0.40 USD,−783.00%,0.00%,Finance,—
2790,MNTS,Momentus Inc.,0.4336 USD,−3.22%,41.617 K,0.03,5.763 M USD,—,−43.66 USD,+5.24%,0.00%,Electronic Technology,—
2791,MNTX,"Manitex International, Inc.",7.08 USD,−4.17%,13.094 K,0.26,143.568 M USD,19.53,0.36 USD,—,0.00%,Producer Manufacturing,Strong buy
2792,MNY,MoneyHero Limited,2.01 USD,−1.90%,265.126 K,0.09,50.839 M USD,—,−0.39 USD,−190.55%,0.00%,Technology Services,—
2793,MO,"Altria Group, Inc.",43.75 USD,+0.20%,1.323 M,0.06,77.146 B USD,9.58,4.57 USD,+43.12%,8.91%,Consumer Non-Durables,Neutral
2794,M,MOBX,2.14 USD,+3.88%,6.343 K,0.05,55.229 M USD,—,−0.66 USD,−6201.85%,0.00%,Electronic Technology,—
2795,MOD,Modine Manufacturing Company,94.86 USD,−0.41%,77.942 K,0.06,4.952 B USD,22.35,4.24 USD,+212.20%,0.00%,Producer Manufacturing,Strong buy
2796,MODD,"Modular Medical, Inc.",1.94 USD,−0.51%,39.742 K,0.28,60.121 M USD,—,−0.96 USD,+34.33%,0.00%,Health Technology,Strong buy
2797,MODG,Topgolf Callaway Brands Corp.,16.25 USD,+0.65%,180.625 K,0.05,2.983 B USD,36.53,0.44 USD,−41.08%,0.00%,Consumer Durables,Buy
2798,MODN,"Model N, Inc.",27.98 USD,+1.16%,9.44 K,0.03,1.092 B USD,—,−0.84 USD,−17.08%,0.00%,Technology Services,Buy
2799,MODV,ModivCare Inc.,23.95 USD,−3.85%,84.173 K,0.36,340.045 M USD,—,−14.43 USD,−537.78%,0.00%,Transportation,Buy
2800,MOFG,"MidWestOne Financial Group, Inc.",23.79 USD,+1.23%,2.592 K,0.06,374.704 M USD,17.91,1.33 USD,—,4.37%,Finance,Buy
2801,MOG.A,Moog Inc.,158.53 USD,+0.01%,3.869 K,0.03,5.072 B USD,29.49,5.38 USD,+11.13%,0.70%,Electronic Technology,Buy
2802,MOH,Molina Healthcare Inc,412.61 USD,−1.43%,50.232 K,0.14,24.172 B USD,21.95,18.80 USD,+38.78%,0.00%,Health Services,Buy
2803,MOND,"Mondee Holdings, Inc.",2.29 USD,+1.33%,52.524 K,0.27,196.644 M USD,—,−0.88 USD,+28.76%,0.00%,Consumer Services,Strong buy
2804,MORF,"Morphic Holding, Inc.",34.27 USD,−0.36%,12.259 K,0.03,1.715 B USD,—,−3.37 USD,−113.23%,0.00%,Health Technology,Strong buy
2805,MORN,"Morningstar, Inc.",308.38 USD,+0.07%,3.35 K,0.02,13.176 B USD,93.86,3.29 USD,+101.34%,0.50%,Finance,Strong buy
2806,MOS,Mosaic Company (The),31.69 USD,−1.00%,649.886 K,0.14,10.194 B USD,9.08,3.49 USD,−65.05%,2.62%,Process Industries,Neutral
2807,MOTS,"Motus GI Holdings, Inc.",0.4300 USD,+3.34%,13.692 K,0.09,2.163 M USD,—,−28.52 USD,+69.35%,0.00%,Health Technology,Strong buy
2808,MOV,Movado Group Inc.,27.85 USD,+0.76%,10.033 K,0.02,434.375 M USD,13.52,2.06 USD,−50.02%,5.24%,Consumer Durables,Strong buy
2809,MOVE,Movano Inc.,0.4080 USD,+3.08%,20.559 K,0.30,20.729 M USD,—,−0.77 USD,+11.91%,0.00%,Technology Services,—
2810,MP,MP Materials Corp.,14.23 USD,−2.10%,385.982 K,0.10,2.533 B USD,119.04,0.12 USD,−92.00%,0.00%,Non-Energy Minerals,Strong buy
2811,MPAA,"Motorcar Parts of America, Inc.",8.04 USD,0.00%,33.039 K,0.67,158.086 M USD,—,−2.50 USD,−702.31%,0.00%,Producer Manufacturing,Strong buy
2812,MPB,Mid Penn Bancorp,20.00 USD,−0.79%,4.06 K,0.14,333.371 M USD,8.74,2.29 USD,—,4.10%,Finance,Strong buy
2813,MPC,Marathon Petroleum Corporation,197.75 USD,+0.39%,249.83 K,0.09,71.256 B USD,8.40,23.53 USD,−17.73%,1.60%,Energy Minerals,Buy
2814,MPLN,MultiPlan Corporation,0.8467 USD,+0.34%,46.217 K,0.02,545.59 M USD,—,−0.14 USD,+84.16%,0.00%,Technology Services,Buy
2815,MPLX,MPLX LP,41.35 USD,+0.10%,490.263 K,0.26,41.795 B USD,10.84,3.81 USD,+1.01%,7.95%,Industrial Services,Buy
2816,MPTI,"M-tron Industries, Inc.",30.65 USD,−3.01%,8.9 K,0.09,85.698 M USD,24.01,1.28 USD,+90.98%,0.00%,Electronic Technology,—
2817,MPU,Mega Matrix Corp.,2.87 USD,+0.70%,10.921 K,0.02,102.96 M USD,—,−0.13 USD,+64.51%,0.00%,Finance,—
2818,MPWR,"Monolithic Power Systems, Inc.",673.24 USD,+0.01%,31.015 K,0.05,32.76 B USD,76.82,8.76 USD,−3.15%,0.60%,Electronic Technology,Buy
